dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
3452,SSB01450142,SSB0145,geng4,geng,4,mainland,mainland,corpus,0.14,327.236,326.529,315.808,339.537,23.7298,336.191,334.235,326.529,320.942,319.076,-18.3588,-14.5353,0.631579,-351.365,-271.01,7.72994,12,19,
3454,SSB01450142,SSB0145,shi4,shi,4,mainland,mainland,corpus,0.4,205.203,206.965,192.463,223.212,30.7488,211.021,198.311,207.046,204.307,221.412,-1.88153,6.63661,0.633803,-22.7174,82.093,8.06345,45,71,
3459,SSB01450142,SSB0145,ke3,ke,3,mainland,mainland,corpus,0.2,196.247,185.876,181.816,231.962,50.1456,184.725,183.24,184.547,225.817,203.541,-0.222036,22.6127,0.612903,-2.36801,253.25,16.2015,19,31,
3462,SSB01450146,SSB0145,you4,you,4,mainland,mainland,corpus,0.18,240.583,240.688,231.387,250.072,18.6855,237.482,232.683,249.051,246.07,233.565,12.6685,-17.0987,1,177.98,-238.249,6.74724,27,27,
3499,SSB01450156,SSB0145,geng4,geng,4,mainland,mainland,corpus,0.14,227.559,216.994,214.766,245.665,30.8991,216.474,215.952,216.91,244.643,241.644,0.774771,41.543,0.736842,9.69751,549.644,13.7865,14,19,
3509,SSB01450169,SSB0145,yu3,yu,3,mainland,mainland,corpus,0.22,191.06,203.187,115.885,219.999,104.114,216.653,161.675,201.515,204.034,199.158,-15.2003,-2.4684,0.970588,-183.496,-28.5637,32.5307,33,34,frame_jump
3512,SSB01450171,SSB0145,bing4,bing,4,mainland,mainland,corpus,0.2,242.281,267.225,137.468,281.461,143.993,138.624,281.345,277.872,265.772,250.736,178.355,-26.3552,0.903226,2062.94,-402.006,55.5889,28,31,octave_span|frame_jump
3519,SSB01450174,SSB0145,lai2,lai,2,mainland,mainland,corpus,0.18,194.207,190.249,185.412,209.481,24.0687,209.157,203.005,190.249,185.639,186.632,-25.2365,-5.11307,1,-290.893,-55.6527,9.16266,27,27,
3526,SSB01450176,SSB0145,lai2,lai,2,mainland,mainland,corpus,0.2,200.602,201.198,193.587,209.259,15.6716,205.533,204.197,193.986,197.604,206.227,-16.6831,17.6555,0.806452,-192.445,204.009,5.15692,25,31,
3529,SSB01450185,SSB0145,yu2,yu,2,mainland,mainland,corpus,0.18,179.988,221.893,94.6712,245.484,150.813,96.9518,96.6998,221.893,230.129,241.999,238.905,25.027,0.888889,2082.36,335.095,66.0983,24,27,octave_span
3538,SSB01450200,SSB0145,qie3,qie,3,mainland,mainland,corpus,0.2,230.692,231.816,217.665,243.165,25.5006,235.836,234.449,231.816,226.566,223.898,-10.8244,-21.8787,0.387097,-146.194,-287.928,6.79093,12,31,
3549,SSB01450213,SSB0145,shi4,shi,4,mainland,mainland,corpus,0.2,251.406,252.456,244.682,254.651,9.96873,253.364,254.014,254.014,250.608,248.587,1.77665,-14.9553,0.354839,26.0344,-217.079,3.20319,11,31,
3554,SSB01450213,SSB0145,he2,he,2,mainland,mainland,corpus,0.16,204.702,204.427,198.824,207.947,9.12377,203.729,207.114,206.546,203.847,203.665,7.31571,-7.4839,0.608696,86.6839,-88.663,2.48959,14,23,
3573,SSB01450229,SSB0145,shi4,shi,4,mainland,mainland,corpus,0.26,214.838,212.996,189.436,253.639,64.2037,191.054,215.666,212.123,252.669,249.453,17.2475,26.7277,0.604651,200.65,355.524,19.6785,26,43,
3574,SSB01450229,SSB0145,hen2,hen,2,mainland,mainland,corpus,0.16,210.795,211.283,191.603,226.862,35.2585,192.147,226.177,220.819,211.283,206.067,43.779,-21.7645,0.869565,521.31,-268.227,11.7407,20,23,
3579,SSB01450232,SSB0145,you2,you,2,mainland,mainland,corpus,0.3,153.991,188.768,65.4331,190.512,125.079,65.4753,66.5311,66.628,189.967,188.397,2.41697,143.96,0.54902,9.22123,974.154,56.5665,28,51,octave_span
3584,SSB01450237,SSB0145,bei4,bei,4,mainland,mainland,corpus,0.16,256.297,256.141,249.94,265.869,15.9295,261.711,257.852,256.141,253.618,250.993,-9.93138,-9.3746,0.695652,-148.53,-137.301,4.17749,16,23,
3588,SSB01450237,SSB0145,ji2,ji,2,mainland,mainland,corpus,0.34,290.734,217.405,193.301,496.659,303.358,466.031,194.082,217.739,204.308,204.675,-90.8545,-7.38736,0.440678,-1712.36,-90.0956,126.007,26,59,octave_span
3596,SSB01450246,SSB0145,shi4,shi,4,mainland,mainland,corpus,0.38,175.334,203.003,102.816,239.722,136.906,201.065,103.87,109.637,239.224,222.438,-63.6306,74.2302,0.447761,-554.105,683.641,57.8873,30,67,octave_span
3611,SSB01450275,SSB0145,dan4,dan,4,mainland,mainland,corpus,0.18,287.524,286.437,272.841,309.874,37.0326,303.202,297.785,286.437,276.714,273.525,-19.6945,-15.9708,0.777778,-335.296,-258.239,11.3911,21,27,
3624,SSB01450285,SSB0145,zai4,zai,4,mainland,mainland,corpus,0.22,219.2,221.876,208.375,227.383,19.008,223.132,222.03,223.674,219.368,209.383,0.50925,-13.8558,0.705882,6.57151,-173.234,5.66533,24,34,
3634,SSB01450305,SSB0145,zai4,zai,4,mainland,mainland,corpus,0.2,262.836,261.668,244.613,280.076,35.4627,276.629,278.412,261.668,251.666,247.09,-20.2642,-20.8931,0.645161,-314.959,-306.909,12.3285,20,31,
3638,SSB01450306,SSB0145,lai2,lai,2,mainland,mainland,corpus,0.2,180.514,202.99,103.163,213.336,110.173,108.486,157.826,205.339,202.054,208.853,147.28,3.91634,1,1291.37,46.8475,44.6409,31,31,octave_span|frame_jump
3659,SSB01450362,SSB0145,gei3,gei,3,mainland,mainland,corpus,0.14,208.51,209.266,201.769,212.397,10.6289,211.354,211.677,210.658,205.781,204.22,-2.07629,-19.5388,0.631579,-25.3062,-234.098,3.61498,12,19,
3666,SSB01450367,SSB0145,zai4,zai,4,mainland,mainland,corpus,0.3,253.79,252.293,225.712,278.957,53.2452,276.581,271.602,252.293,239.047,232.949,-53.0405,-46.0354,0.254902,-809.595,-644.814,18.615,13,51,low_voicing
3671,SSB01450374,SSB0145,jiu4,jiu,4,mainland,mainland,corpus,0.2,319.966,325.106,299.151,330.295,31.1437,327.166,328.845,325.106,312.297,303.325,-2.91675,-32.0148,0.516129,-54.9466,-580.828,10.6267,16,31,
3703,SSB01450413,SSB0145,bian4,bian,4,mainland,mainland,corpus,0.16,223.78,227.268,209.806,230.141,20.3359,227.75,229.647,229.069,217.026,211.584,2.22067,-30.5466,0.826087,29.2982,-388.549,7.33964,19,23,
3708,SSB01450428,SSB0145,fang2,fang,2,mainland,mainland,corpus,0.18,214.886,213.599,208.286,226.389,18.1027,222.154,219.366,213.599,209.488,208.299,-20.9207,-13.3844,0.518519,-263.254,-163.079,6.12784,14,27,
3721,SSB01450440,SSB0145,yong4,yong,4,mainland,mainland,corpus,0.22,223.422,224.178,206.065,231.116,25.0511,215.592,222.503,230.355,226.787,219.956,24.1397,-16.8361,0.588235,310.793,-218.923,6.678,20,34,
3724,SSB01450440,SSB0145,qu4,qu,4,mainland,mainland,corpus,0.24,60.5574,60.5903,60.2951,60.754,0.458891,60.5903,60.5903,60.5903,60.5903,60.5903,0,0,0.102564,0,0,0.21884,4,39,low_voicing
3738,SSB01450469,SSB0145,cong2,cong,2,mainland,mainland,corpus,0.22,211.901,211.524,204.23,224.879,20.6488,219.501,214.657,211.524,206.829,205.074,-19.7178,-16.4958,0.411765,-245.429,-198.459,6.37343,14,34,
3750,SSB01450474,SSB0145,lai2,lai,2,mainland,mainland,corpus,0.18,177.885,198.462,104.051,212.379,108.328,107.93,158.023,198.794,198.051,203.395,183.898,6.88859,0.888889,1580.25,80.0121,42.3518,24,27,octave_span|frame_jump
3773,SSB02000084,SSB0200,zai4,zai,4,mainland,mainland,corpus,0.3,156.185,121.186,118.081,285.8,167.72,126.298,119.335,119.101,267.939,246.884,-8.12575,100.959,0.921569,-57.5738,1022.27,60.8921,47,51,octave_span
3779,SSB02000088,SSB0200,ni3,ni,3,mainland,mainland,corpus,0.12,247.707,245.092,233.16,268.713,35.5527,261.957,257.308,243.296,237.046,234.482,-51.1779,-25.5529,0.785714,-746.462,-352.558,12.6722,11,14,
3809,SSB02000159,SSB0200,wo3,wo,3,mainland,mainland,corpus,0.16,119.364,119.535,117.673,120.773,3.09977,120.162,120.243,118.237,119.264,118.592,-5.08358,0.942721,1,-35.001,6.44811,0.984518,23,23,
3813,SSB02000169,SSB0200,you2,you,2,mainland,mainland,corpus,0.14,237.129,235.062,231.948,246.051,14.1031,232.701,234.697,235.062,239.575,244.264,3.88305,14.7737,1,52.4577,204.493,4.26519,19,19,
3837,SSB02000220,SSB0200,er2,er,2,mainland,mainland,corpus,0.18,144.373,114.542,65.4956,237.824,172.329,237.503,235.293,65.6418,117.409,113.766,-342.509,146.471,0.777778,-2644.02,740.372,69.0246,21,27,octave_span
3845,SSB02000244,SSB0200,yong4,yong,4,mainland,mainland,corpus,0.24,272.289,276.709,247.426,286.259,38.8328,249.365,262.893,276.709,285.217,279.633,18.962,1.91557,1,287.841,30.7788,12.6377,39,39,
3852,SSB02000244,SSB0200,ni3,ni,3,mainland,mainland,corpus,0.12,119.204,118.76,117.195,122.097,4.9021,118.64,117.644,117.617,120.238,121.827,-4.61171,18.7324,1,-31.4673,129.529,1.76469,14,14,
3857,SSB02000256,SSB0200,he2,he,2,mainland,mainland,corpus,0.26,237.072,255.144,121.58,281.593,160.013,248.409,258.05,252.216,256.944,122.487,2.5077,-119.089,0.976744,36.2571,-1235.51,47.6209,42,43,octave_span
3865,SSB02000258,SSB0200,dui4,dui,4,mainland,mainland,corpus,0.22,263.711,260.166,243.019,284.286,41.2675,245.138,254.154,260.166,279.782,266.103,12.4853,4.73496,1,182.155,71.9648,12.8817,34,34,
3885,SSB02000289,SSB0200,he2,he,2,mainland,mainland,corpus,0.14,251.534,249.92,246.615,264.442,17.8271,259.166,253.082,249.92,247.93,246.835,-16.7713,-5.73345,0.842105,-246.56,-82.256,5.21398,16,19,
3888,SSB02000289,SSB0200,zai4,zai,4,mainland,mainland,corpus,0.18,249.67,246.785,241.35,271.121,29.7715,246.016,241.809,260.857,249.303,246.879,15.6006,-14.6687,1,228.313,-215.047,8.52976,27,27,
3893,SSB02000294,SSB0200,jiang1,jiang,1,mainland,mainland,corpus,0.16,275.478,274.223,265.608,294.419,28.8111,266.387,274.629,285.177,272.913,268.39,21.4544,-19.0962,1,341.632,-305.21,8.02264,23,23,
3897,SSB02000298,SSB0200,wei4,wei,4,mainland,mainland,corpus,0.18,279.299,280.66,259.639,303.789,44.1495,296.835,289.004,282.125,266.225,261.282,-19.5542,-29.5267,0.703704,-326.897,-463.171,13.71,19,27,
3900,SSB02000298,SSB0200,he2,he,2,mainland,mainland,corpus,0.16,245.484,243.004,234.553,258.247,23.694,236.617,246.297,253.139,243.995,239.91,21.2466,-16.8956,1,300.413,-240.533,8.03844,23,23,
3909,SSB02000299,SSB0200,jiang1,jiang,1,mainland,mainland,corpus,0.3,246.937,240.505,231.745,276.232,44.4869,240.658,235.725,237.709,270.248,251.929,-1.70784,8.04691,0.803922,-23.5949,113.762,12.7508,41,51,
3916,SSB02000371,SSB0200,er2,er,2,mainland,mainland,corpus,0.12,247.24,244.96,242.942,259.573,16.6308,251.874,248.559,244.677,243.779,243.383,-20.0775,-3.66993,0.785714,-287.91,-51.7302,5.27363,11,14,
3941,SSB02000398,SSB0200,zai4,zai,4,mainland,mainland,corpus,0.18,247.181,237.755,231.785,268.08,36.2946,235.894,235.867,236.144,266.668,251.269,0.281895,16.535,0.777778,3.84308,232.689,13.5753,21,27,
3947,SSB02000425,SSB0200,ke3,ke,3,mainland,mainland,corpus,0.16,267.808,267.106,253.672,283.78,30.1081,279.008,274.196,264.755,260.33,255.389,-45.3898,-31.1764,0.391304,-712.661,-468.293,11.2138,9,23,
3957,SSB02000427,SSB0200,zai4,zai,4,mainland,mainland,corpus,0.2,255.823,255.066,241.601,276.095,34.4937,253.483,257.56,265.729,250.433,242.56,10.8906,-21.0583,1,163.279,-308.921,9.20504,31,31,
3976,SSB02000453,SSB0200,ke3,ke,3,mainland,mainland,corpus,0.16,242.688,241.969,221.444,274.166,52.7226,221.993,222.331,274.166,258.551,234.993,66.4442,-48.5311,0.478261,948.603,-712.245,18.565,11,23,
4001,SSB02410013,SSB0241,jin4,jin,4,mainland,mainland,corpus,0.24,158.876,134.125,127.245,201.949,74.704,129.9,129.217,133.523,199.543,200.951,5.01226,74.4957,0.769231,38.1306,709.769,34.5537,30,39,
4006,SSB02410015,SSB0241,bing4,bing,4,mainland,mainland,corpus,0.26,152.729,157.576,128.803,165.209,36.4061,164.264,163.387,157.576,144.657,129.288,-9.59541,-45.6723,0.72093,-89.1774,-377.164,12.2702,31,43,
4011,SSB02410020,SSB0241,yin1,yin,1,mainland,mainland,corpus,0.18,176.026,177.141,161.906,187.097,25.1906,166.914,168.001,177.117,180.701,186.066,18.6771,15.5146,0.851852,185.522,162.702,7.30346,23,27,
4037,SSB02410039,SSB0241,jin3,jin,3,mainland,mainland,corpus,0.56,130.75,131.152,121.033,145.416,24.3829,132.965,131.005,133.628,133.628,124.07,0.362425,-5.40971,0.300971,2.79049,-40.2439,6.02054,31,103,
4049,SSB00110050,SSB0011,dui4,dui,4,mainland,mainland,corpus,0.22,233.557,201.457,191.701,280.211,88.5099,201.27,194.852,193.563,278.91,260.511,-8.19287,62.3335,0.911765,-93.4133,811.495,39.1307,31,34,
4051,SSB00110050,SSB0011,dou1,dou,1,mainland,mainland,corpus,0.2,266.092,271.132,244.979,288.366,43.3865,269.454,284.401,271.603,252.906,246.788,1.83302,-22.1159,1,28.6432,-330.86,13.5866,31,31,
4066,SSB00110073,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.2,262.292,262.963,254.153,270.712,16.5589,264.553,262.963,262.963,262.963,260.225,-10.4354,-18.1152,0.16129,-158.986,-273.723,6.62363,5,31,low_voicing
4074,SSB00110093,SSB0011,he2,he,2,mainland,mainland,corpus,0.18,204.662,203.415,197.412,214.546,17.134,204.244,200.167,200.385,207.347,210.982,-5.08048,13.7253,1,-59.3693,163.031,5.29877,27,27,
4077,SSB00110094,SSB0011,na4,na,4,mainland,mainland,corpus,0.16,303.213,301.103,284.463,321.263,36.8001,287.487,296.711,317.292,313.087,297.923,32.5281,-20.7703,0.956522,567.698,-368.926,11.456,22,23,
4092,SSB00110128,SSB0011,kan4,kan,4,mainland,mainland,corpus,0.28,268.462,274.545,217.05,285.675,68.6252,228.386,274.414,283.201,284.444,275.924,34.644,-4.19197,0.468085,509.907,-67.6889,20.9507,22,47,
4098,SSB00110138,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.26,220.039,205.049,202.938,269.463,66.5252,210.326,203.531,204.698,269.103,267.402,-4.47158,44.0582,0.488372,-53.5947,597.175,25.6994,21,43,
4109,SSB02410047,SSB0241,cong2,cong,2,mainland,mainland,corpus,0.24,157.027,163.684,133.382,171.127,37.7446,170.539,166.432,163.662,136.751,133.498,-7.50078,-37.1236,0.589744,-72.388,-317.51,15.425,23,39,
4110,SSB02410047,SSB0241,gai1,gai,1,mainland,mainland,corpus,0.28,161.306,162.935,143.2,183.595,40.3949,152.372,148.813,145.454,177.504,169.347,-6.99495,22.8959,0.829787,-60.1565,207.764,13.0784,39,47,
4116,SSB02410049,SSB0241,jiang1,jiang,1,mainland,mainland,corpus,0.18,169.576,170.438,161.354,172.374,11.0201,162.965,169.429,171.318,171.245,170.219,14.4229,-1.8575,0.925926,139.217,-18.3222,2.87116,25,27,
4126,SSB02410056,SSB0241,zai4,zai,4,mainland,mainland,corpus,0.2,173.599,176.487,161.934,177.834,15.9007,176.594,177.509,177.141,171.498,164.462,1.0716,-25.7148,0.677419,10.9477,-253.583,5.19737,21,31,
4133,SSB02410062,SSB0241,he2,he,2,mainland,mainland,corpus,0.22,126.996,126.148,121.899,135.993,14.0945,134.286,127.463,130.201,122.23,123.125,-6.48273,-11.7267,1,-49.5157,-85.7743,4.658,34,34,
4137,SSB02410065,SSB0241,dan4,dan,4,mainland,mainland,corpus,0.2,190.742,192.419,181.656,194.394,12.7385,193.935,194.032,192.743,189.043,184.918,-2.6687,-17.9384,0.548387,-29.8032,-195.631,3.99542,17,31,
4147,SSB02410070,SSB0241,yi3,yi,3,mainland,mainland,corpus,0.18,137.482,137.896,132.567,139.971,7.40337,136.6,139.418,139.602,137.47,133.188,5.78852,-12.5277,1,46.1734,-98.681,2.31969,27,27,
4160,SSB02410076,SSB0241,he2,he,2,mainland,mainland,corpus,0.26,142.375,141.875,123.47,159.269,35.799,158.822,149.147,155.569,124.834,130.05,-3.41245,-29.5421,0.790698,-30.9839,-243.043,14.2207,34,43,
4176,SSB02410091,SSB0241,wei4,wei,4,mainland,mainland,corpus,0.14,180.672,181.158,173.803,183.646,9.84305,176.855,179.257,182.028,183.46,182.52,11.7433,1.10105,0.947368,121.71,11.5924,2.8436,18,19,
4181,SSB02410092,SSB0241,dan4,dan,4,mainland,mainland,corpus,0.18,182.153,183.365,162.516,195.478,32.9625,194.552,192.485,182.77,173.695,164.107,-19.6643,-33.9041,0.851852,-214.222,-339.33,10.667,23,27,
4183,SSB02410092,SSB0241,dui4,dui,4,mainland,mainland,corpus,0.28,158.759,145.601,141.156,185.975,44.8191,145.509,143.087,144.021,185.747,180.549,-1.54677,34.0289,0.680851,-12.9339,317.634,19.7256,32,47,
4191,SSB02410097,SSB0241,yao4,yao,4,mainland,mainland,corpus,0.22,166.024,168.533,139.169,179.596,40.4268,179.525,177.837,168.612,156.98,146.347,-14.009,-31.6352,0.941176,-140.808,-287.286,11.458,32,34,
4194,SSB02410097,SSB0241,he2,he,2,mainland,mainland,corpus,0.42,154.194,161.727,126.154,182.387,56.2324,182.252,171.659,161.727,127.416,130.367,-11.1812,-20.1716,0.44,-110.948,-169.512,25.4772,33,75,
4196,SSB02410097,SSB0241,he2,he,2,mainland,mainland,corpus,0.3,124.488,123.27,120.991,132.721,11.7294,121.289,122.585,123.27,125.284,129.166,6.59956,19.0336,0.352941,46.6124,138.742,3.2455,18,51,
4221,SSB02410117,SSB0241,zhe4,zhe,4,mainland,mainland,corpus,0.18,170.795,172.24,158.49,176.892,18.4018,171.279,175.904,175.793,169.074,161.163,10.5965,-35.3948,0.666667,106.211,-344.234,5.62853,18,27,
4226,SSB02410118,SSB0241,dui4,dui,4,mainland,mainland,corpus,0.18,149.169,149.354,142.601,156.357,13.7563,143.224,143.379,155.134,154.287,149.085,21.276,-10.5926,1,183.236,-93.0563,5.28719,27,27,
4235,SSB02410119,SSB0241,ye2,ye,2,mainland,mainland,corpus,0.52,130.067,131.164,121.656,137.296,15.6402,135.836,133.471,122.712,122.712,130.636,-7.48536,4.60998,0.284211,-55.8464,33.7202,6.06576,27,95,low_voicing
4247,SSB02410128,SSB0241,zai4,zai,4,mainland,mainland,corpus,0.42,139.813,126.29,108.489,194.346,85.8571,109.971,121.504,127.439,194.243,184.463,13.7959,34.607,0.733333,94.4227,308.238,32.3293,55,75,
4266,SSB02410141,SSB0241,dian3,dian,3,mainland,mainland,corpus,0.24,132.478,130.938,115.058,149.504,34.4459,149.136,146.061,130.938,120.913,116.139,-23.715,-21.8571,1,-191.557,-155.782,12.9007,39,39,
4287,SSB02410152,SSB0241,rang4,rang,4,mainland,mainland,corpus,0.16,176.601,178.087,167.068,180.07,13.0023,178.579,175.156,179.912,178.078,169.349,2.34051,-19.0457,1,24.2327,-192.057,3.68964,23,23,
4291,SSB02410153,SSB0241,yao4,yao,4,mainland,mainland,corpus,0.14,171.925,191.773,93.3402,195.549,102.209,94.3129,191.896,191.415,194.828,193.835,272.314,4.8334,1,2157.83,53.778,41.3219,19,19,octave_span|frame_jump
4310,SSB02410166,SSB0241,que4,que,4,mainland,mainland,corpus,0.26,236.719,274.515,160.074,294.522,134.448,277.126,289.988,272.838,176.843,160.277,-2.57137,-87.7119,0.651163,-40.8417,-1072.01,57.2101,28,43,
4314,SSB02410167,SSB0241,wei4,wei,4,mainland,mainland,corpus,0.14,180.113,178.159,174.746,190.817,16.0714,187.644,183.149,178.159,177.554,175.677,-19.9543,-5.39823,1,-210.766,-55.1647,4.69393,19,19,
4326,SSB02410173,SSB0241,dui4,dui,4,mainland,mainland,corpus,0.22,154.98,154.578,143.723,178.668,34.9455,155.248,149.841,144.493,169.007,155.389,-15.0646,15.2559,0.941176,-130.356,132.072,9.55418,32,34,
4344,SSB02410180,SSB0241,ba3,ba,3,mainland,mainland,corpus,0.26,163.352,164.268,143.405,178.437,35.0323,175.395,178.203,164.268,144.749,145.566,-17.4554,-32.1937,0.627907,-171.174,-287.73,14.1037,27,43,
4349,SSB02410185,SSB0241,bing4,bing,4,mainland,mainland,corpus,0.24,187.568,189.357,141.597,235.375,93.7778,233.373,210.557,189.357,164.544,142.888,-42.5692,-57.3487,0.897436,-517.84,-546.689,27.9894,35,39,
4364,SSB02410192,SSB0241,he2,he,2,mainland,mainland,corpus,0.3,115.962,115.881,111.059,124.764,13.7057,112.655,114.01,115.932,116.693,118.132,3.97152,2.60372,1,26.2175,17.6007,2.67279,51,51,
4395,SSB02410215,SSB0241,hai2,hai,2,mainland,mainland,corpus,0.3,142.319,143.202,136.199,144.748,8.54897,144.101,143.211,142.88,136.973,138.855,-1.17865,-3.95795,0.647059,-9.769,-32.2029,2.17059,33,51,
4408,SSB02410220,SSB0241,shi4,shi,4,mainland,mainland,corpus,0.2,149.547,148.286,138.267,162.948,24.6806,148.25,148.395,159.796,150.523,141.697,17.311,-27.7472,1,153.939,-241.317,5.78696,31,31,
4419,SSB02410224,SSB0241,jiang1,jiang,1,mainland,mainland,corpus,0.4,163.508,165.556,145.804,174.613,28.809,164.326,150.419,165.424,170.319,167.383,0.658875,1.16449,0.619718,6.2748,11.1927,7.81688,44,71,
4422,SSB02410224,SSB0241,zhi1,zhi,1,mainland,mainland,corpus,0.64,144.389,143.897,139.963,149.368,9.40515,140.896,140.896,142.469,142.469,146.832,0.657415,1.78537,0.220339,5.38017,14.9163,2.73471,26,118,low_voicing
4423,SSB02410224,SSB0241,zheng1,zheng,1,mainland,mainland,corpus,0.7,133.526,128.047,124.743,145.29,20.5468,142.525,143.783,128.047,127.11,125.977,-5.70613,-0.868298,0.48855,-44.5476,-6.37013,8.03447,64,131,
4428,SSB02410228,SSB0241,ye3,ye,3,mainland,mainland,corpus,0.26,117.479,118.323,99.8229,124.448,24.6251,106.42,118.029,123.435,118.674,116.184,35.4172,-14.4562,0.697674,234.686,-100.013,5.37641,30,43,
4439,SSB02410247,SSB0241,lai2,lai,2,mainland,mainland,corpus,0.16,124.917,124.035,120.149,131.828,11.6784,120.95,123.4,124.035,126.471,130.542,10.2588,20.8284,0.782609,72.5817,153.106,3.27696,18,23,
4447,SSB02410253,SSB0241,er2,er,2,mainland,mainland,corpus,0.16,139.517,135.899,133.791,155.92,22.1285,134.794,134.011,135.899,143.303,151.993,2.57074,35.2293,1,20.0978,292.614,6.75956,23,23,
4451,SSB02410253,SSB0241,ye3,ye,3,mainland,mainland,corpus,0.42,123.871,124.055,118.962,127.771,8.80914,121.188,124.619,124.469,122.478,124.229,2.49931,-0.180081,0.893333,17.7312,-1.29346,1.80189,67,75,
4464,SSB02410259,SSB0241,er2,er,2,mainland,mainland,corpus,0.18,151.077,148.066,137.059,177.579,40.5195,137.397,139.273,148.066,159.354,174.662,19.9176,43.9987,1,164.134,409.171,13.013,27,27,
4492,SSB02410278,SSB0241,er2,er,2,mainland,mainland,corpus,0.14,140.368,138.272,129.27,158.473,29.2025,130.514,132.558,138.272,147.32,153.628,22.2166,40.514,1,172.416,341.235,9.20284,19,19,
4496,SSB02410280,SSB0241,cong2,cong,2,mainland,mainland,corpus,0.18,138.921,139.165,133.226,147.538,14.3119,140.307,135.766,134.151,140.292,145.26,-19.4169,34.4335,0.62963,-153.885,277.723,4.00818,17,27,
4503,SSB02410285,SSB0241,zai4,zai,4,mainland,mainland,corpus,0.24,182.051,182.27,162.2,201.718,39.518,175.276,163.582,201.718,199.088,186.618,25.6059,-14.1797,0.641026,278.34,-158.954,13.8563,25,39,
4505,SSB02410285,SSB0241,wei4,wei,4,mainland,mainland,corpus,0.26,129.992,131.841,102.399,153.119,50.7202,114.659,105.638,131.841,152.502,147.167,23.0229,18.1321,1,163.639,145.962,19.2824,43,43,
4520,SSB02410295,SSB0241,shi3,shi,3,mainland,mainland,corpus,0.2,169.992,189.386,126.432,197.718,71.2859,191.245,194.658,196.242,138.543,127.974,5.95297,-98.6846,1,66.6164,-910.234,28.5873,31,31,
4541,SSB02410321,SSB0241,neng2,neng,2,mainland,mainland,corpus,0.28,142.148,131.319,124.542,203.66,79.1175,193.725,146.543,129.219,125.69,134.826,-60.9593,6.39428,0.851064,-560.924,48.755,23.812,40,47,
4548,SSB02410322,SSB0241,hui4,hui,4,mainland,mainland,corpus,0.2,143.361,140.744,135.903,153.244,17.3412,137.497,140.336,149.51,147.583,140.567,19.3352,-14.2387,1,160.177,-119.25,5.38839,31,31,
4552,SSB02410333,SSB0241,he2,he,2,mainland,mainland,corpus,0.28,151.81,148.017,134.827,173.434,38.6072,171.313,155.595,147.773,135.101,145.932,-22.2528,-1.8866,0.680851,-204.699,-16.003,13.0612,32,47,
4556,SSB02410333,SSB0241,jiu4,jiu,4,mainland,mainland,corpus,0.18,144.65,143.209,139.243,152.605,13.3622,140.723,142.802,142.837,151.059,143.23,3.97059,0.731028,1,32.5167,6.0397,4.45817,27,27,
4558,SSB02410341,SSB0241,ni3,ni,3,mainland,mainland,corpus,0.2,122.413,123.087,114.949,128.065,13.1159,126.613,126.613,123.319,119.258,115.926,-7.02024,-16.4671,0.870968,-50.6714,-113.746,4.0736,27,31,
4560,SSB02410352,SSB0241,wei4,wei,4,mainland,mainland,corpus,0.18,167.122,167.739,161.27,170.507,9.23671,163.282,164.533,169.756,170.111,166.962,11.219,-4.78945,0.925926,107.897,-46.5753,2.85908,25,27,
4579,SSB02410374,SSB0241,jiu4,jiu,4,mainland,mainland,corpus,0.34,141.312,121.234,110.724,181.351,70.6269,111.47,120.46,120.685,171.807,180.049,9.48304,47.7635,0.508475,63.5494,409.406,30.293,30,59,
4583,SSB02410377,SSB0241,she4,she,4,mainland,mainland,corpus,0.24,205.42,209.598,180.205,219.672,39.4674,218.342,218.339,209.598,195.784,183.529,-16.6488,-54.1022,0.461538,-205.74,-613.372,14.0398,18,39,
4591,SSB02410379,SSB0241,dui4,dui,4,mainland,mainland,corpus,0.4,132.854,124.152,122.59,170.017,47.4264,123.811,124.375,123.773,162.8,154.397,-0.0304949,21.8709,0.84507,-0.218055,174.996,15.0273,60,71,
4600,SSB02410380,SSB0241,cong2,cong,2,mainland,mainland,corpus,0.18,143.245,143.613,138.223,152.238,14.0144,150.367,144.589,138.621,141.803,145.604,-37.5484,22.6889,0.592593,-313.218,186.21,4.45379,16,27,
4615,SSB02410402,SSB0241,ye3,ye,3,mainland,mainland,corpus,0.28,115.834,118.737,96.1443,125.798,29.6534,98.1917,112.684,118.737,125.643,121.173,36.5468,3.90578,0.787234,228.285,27.0618,9.21058,37,47,
4619,SSB02410407,SSB0241,gai1,gai,1,mainland,mainland,corpus,0.24,147.954,158.044,125.507,166.304,40.7967,128.727,126.734,160.76,158.594,164.839,40.4963,4.56599,0.666667,337.191,42.9347,16.8087,26,39,
