Question ID,Word Key,Source Type,Chapter,Section,Item,Traditional Chinese,Pinyin,POS,English Meaning,Round,Question Type,Input Mode,Prompt,Option A,Option B,Option C,Option D,Correct Option,Correct Answer,Accepted Answers
Q0330,C7-7-1-I4-W110,Vocabulary,7,7-1,4,找,zhǎo,V,to visit; to see (a person),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我今天想____朋友去吃飯。,找,坐,等,到,A,找,找
Q0331,C7-7-1-I5-W111,Vocabulary,7,7-1,5,韓國,Hánguó,N,Korea,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「韓國」.,Korea,envelope,airport,vicinity,A,Korea,
Q0332,C7-7-1-I5-W111,Vocabulary,7,7-1,5,韓國,Hánguó,N,Korea,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「韓國」 (tone marks or tone numbers are accepted).,,,,,,Hánguó,Hánguó | Hang2uo2 | Hang2 uo2
Q0333,C7-7-1-I5-W111,Vocabulary,7,7-1,5,韓國,Hánguó,N,Korea,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我的朋友是____人。,地圖,韓國,捷運,車子,B,韓國,韓國
Q0334,C7-7-1-I6-W112,Vocabulary,7,7-1,6,到,dào,V,to arrive (a place),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「到」.,to visit; to see (a person),to wait for,to arrive (a place),to take (transportations),C,to arrive (a place),
Q0335,C7-7-1-I6-W112,Vocabulary,7,7-1,6,到,dào,V,to arrive (a place),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「到」 (tone marks or tone numbers are accepted).,,,,,,dào,dào | dao4
Q0336,C7-7-1-I6-W112,Vocabulary,7,7-1,6,到,dào,V,to arrive (a place),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我每天早上八點半____學校。,到,等,找,坐,A,到,到
Q0337,C7-7-1-I7-W113,Vocabulary,7,7-1,7,等,děng,V,to wait for,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「等」.,to wait for,to mail,to visit; to see (a person),to take (transportations),A,to wait for,
Q0338,C7-7-1-I7-W113,Vocabulary,7,7-1,7,等,děng,V,to wait for,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「等」 (tone marks or tone numbers are accepted).,,,,,,děng,děng | deng3
Q0339,C7-7-1-I7-W113,Vocabulary,7,7-1,7,等,děng,V,to wait for,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我的朋友在那家旅館前面____我。,坐,找,等,到,C,等,等
Q0340,C7-7-1-I8-W114,Vocabulary,7,7-1,8,坐,zuò,V,to take (transportations),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「坐」.,to wait for,to mail,to take (transportations),to visit; to see (a person),C,to take (transportations),
Q0341,C7-7-1-I8-W114,Vocabulary,7,7-1,8,坐,zuò,V,to take (transportations),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「坐」 (tone marks or tone numbers are accepted).,,,,,,zuò,zuò | zuo4
Q0342,C7-7-1-I8-W114,Vocabulary,7,7-1,8,坐,zuò,V,to take (transportations),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你想____捷運去，還是坐公車去？,找,到,坐,等,C,坐,坐
Q0343,C7-7-1-I9-W115,Vocabulary,7,7-1,9,捷運/地鐵,jiéyùn/dìtiě,N,MRT; metro; subway,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「捷運/地鐵」.,envelope,line,MRT; metro; subway,train,C,MRT; metro; subway,
Q0344,C7-7-1-I9-W115,Vocabulary,7,7-1,9,捷運/地鐵,jiéyùn/dìtiě,N,MRT; metro; subway,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「捷運/地鐵」 (tone marks or tone numbers are accepted).,,,,,,jiéyùn/dìtiě,jiéyùn | jie2yun4 | jie2 yun4 | jiéyùn/dìtiě | jie2yun4/di4tie3 | di4 tie3 | jie2 yun4/di4 tie3 | dìtiě | di4tie3
Q0345,C7-7-1-I9-W115,Vocabulary,7,7-1,9,捷運/地鐵,jiéyùn/dìtiě,N,MRT; metro; subway,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你想坐____去，還是坐公車去？,車子,旅館,捷運,計程車,C,捷運,捷運 | 地鐵
Q0346,C7-7-1-I10-W116,Vocabulary,7,7-1,10,公車,gōngchē,N,bus,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「公車」.,bus,place,train,letter,A,bus,
Q0347,C7-7-1-I10-W116,Vocabulary,7,7-1,10,公車,gōngchē,N,bus,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「公車」 (tone marks or tone numbers are accepted).,,,,,,gōngchē,gōngchē | gong1che1 | gong1 che1
Q0348,C7-7-1-I10-W116,Vocabulary,7,7-1,10,公車,gōngchē,N,bus,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你想坐捷運去，還是坐____去？,公車,飯店,計程車,捷運,A,公車,公車
Q0349,C7-7-1-I10-W117,Vocabulary,7,7-1,10,車(子)/汽車,chē(zi)/qìchē,N,automobile; car,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「車(子)/汽車」.,street,post office,automobile; car,bus,C,automobile; car,
Q0350,C7-7-1-I10-W117,Vocabulary,7,7-1,10,車(子)/汽車,chē(zi)/qìchē,N,automobile; car,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「車(子)/汽車」 (tone marks or tone numbers are accepted).,,,,,,chē(zi)/qìchē,chē | che1 | qìchē | qi4che1 | qi4 che1 | chē(zi)/qìchē | che1(zi)/qi4che1 | che1(zi) | che1(zi)/qi4 che1 | chēzi | che1zi | che1 zi
Q0351,C7-7-1-I10-W117,Vocabulary,7,7-1,10,車(子)/汽車,chē(zi)/qìchē,N,automobile; car,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 路上有很多____。,車,火車,飯店,手錶,A,車,車子 | 汽車 | 車
Q0352,C7-7-1-I10-W118,Vocabulary,7,7-1,10,計程車,jìchéngchē,N,taxi,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「計程車」.,envelope,market,taxi,bus (or rail) station,C,taxi,
Q0353,C7-7-1-I10-W118,Vocabulary,7,7-1,10,計程車,jìchéngchē,N,taxi,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「計程車」 (tone marks or tone numbers are accepted).,,,,,,jìchéngchē,jìchéngchē | ji4cheng2che1 | ji4 cheng2 che1
Q0354,C7-7-1-I10-W118,Vocabulary,7,7-1,10,計程車,jìchéngchē,N,taxi,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我們坐____去飯店。,地圖,計程車,韓國,公車,B,計程車,計程車
Q0355,C7-7-1-I10-W119,Vocabulary,7,7-1,10,火車,huǒchē,N,train,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「火車」.,bus (or rail) station,MRT; metro; subway,train,hotel,C,train,
Q0356,C7-7-1-I10-W119,Vocabulary,7,7-1,10,火車,huǒchē,N,train,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「火車」 (tone marks or tone numbers are accepted).,,,,,,huǒchē,huǒchē | huo3che1 | huo3 che1
Q0357,C7-7-1-I10-W119,Vocabulary,7,7-1,10,火車,huǒchē,N,train,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 在這個大車站，坐公車、捷運、____都很方便。,韓國,火車,公車,捷運,B,火車,火車
Q0358,C7-7-1-I10-W120,Vocabulary,7,7-1,10,上車,shàngchē,V-sep,to get on a bus; to get in a car,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「上車」.,to get off a bus; to get out of a car,to drive a car,to get on a bus; to get in a car,to walk (on foot),C,to get on a bus; to get in a car,
Q0359,C7-7-1-I10-W120,Vocabulary,7,7-1,10,上車,shàngchē,V-sep,to get on a bus; to get in a car,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「上車」 (tone marks or tone numbers are accepted).,,,,,,shàngchē,shàngchē | shang4che1 | shang4 che1
Q0360,C7-7-1-I10-W120,Vocabulary,7,7-1,10,上車,shàngchē,V-sep,to get on a bus; to get in a car,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 公車來了，我們____吧。,上車,下車,開車,走路,A,上車,上車
Q0361,C7-7-1-I10-W121,Vocabulary,7,7-1,10,下車,xiàchē,V-sep,to get off a bus; to get out of a car,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「下車」.,to walk (on foot),to get on a bus; to get in a car,to get off a bus; to get out of a car,to drive a car,C,to get off a bus; to get out of a car,
Q0362,C7-7-1-I10-W121,Vocabulary,7,7-1,10,下車,xiàchē,V-sep,to get off a bus; to get out of a car,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「下車」 (tone marks or tone numbers are accepted).,,,,,,xiàchē,xiàchē | xia4che1 | xia4 che1
Q0363,C7-7-1-I10-W121,Vocabulary,7,7-1,10,下車,xiàchē,V-sep,to get off a bus; to get out of a car,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你要在這裡____嗎？,開車,下車,走路,上車,B,下車,下車
Q0364,C7-7-1-I11-W122,Vocabulary,7,7-1,11,遠,yuǎn,Vs,far,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「遠」.,blue,comfortable,far,convenient,C,far,
Q0365,C7-7-1-I11-W122,Vocabulary,7,7-1,11,遠,yuǎn,Vs,far,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「遠」 (tone marks or tone numbers are accepted).,,,,,,yuǎn,yuǎn | yuan3
Q0366,C7-7-1-I11-W122,Vocabulary,7,7-1,11,遠,yuǎn,Vs,far,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 他家有點兒____，我們可以坐捷運去嗎？,近,遠,藍,舒服,B,遠,遠
Q0367,C7-7-1-I11-W123,Vocabulary,7,7-1,11,近,jìn,Vs,near,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「近」.,far,convenient,near,comfortable,C,near,
Q0368,C7-7-1-I11-W123,Vocabulary,7,7-1,11,近,jìn,Vs,near,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「近」 (tone marks or tone numbers are accepted).,,,,,,jìn,jìn | jin4
Q0369,C7-7-1-I11-W123,Vocabulary,7,7-1,11,近,jìn,Vs,near,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那家餐廳很____，我們走路去吧！,方便,藍,遠,近,D,近,近
Q0370,C7-7-1-I12-W124,Vocabulary,7,7-1,12,從,cóng,Prep,from,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「從」.,to,vicinity,to drive a car,from,D,from,
Q0371,C7-7-1-I12-W124,Vocabulary,7,7-1,12,從,cóng,Prep,from,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「從」 (tone marks or tone numbers are accepted).,,,,,,cóng,cóng | cong2
Q0372,C7-7-1-I12-W124,Vocabulary,7,7-1,12,從,cóng,Prep,from,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 他要____他家走路去學校。,先,下車,到,從,D,從,從
Q0373,C7-7-1-I13-W125,Vocabulary,7,7-1,13,走路,zǒulù,V-sep,to walk (on foot),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「走路」.,to get off a bus; to get out of a car,to drive a car,to get on a bus; to get in a car,to walk (on foot),D,to walk (on foot),
Q0374,C7-7-1-I13-W125,Vocabulary,7,7-1,13,走路,zǒulù,V-sep,to walk (on foot),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「走路」 (tone marks or tone numbers are accepted).,,,,,,zǒulù,zǒulù | zou3lu4 | zou3 lu4
Q0375,C7-7-1-I13-W125,Vocabulary,7,7-1,13,走路,zǒulù,V-sep,to walk (on foot),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那家餐廳很近，我們____去吧！,開車,上車,走路,下車,C,走路,走路
Q0376,C7-7-1-I14-W126,Vocabulary,7,7-1,14,走,zǒu,Vi,to walk (on foot),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「走」.,to fly,to walk (on foot),hotel,vicinity,B,to walk (on foot),
Q0377,C7-7-1-I14-W126,Vocabulary,7,7-1,14,走,zǒu,Vi,to walk (on foot),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「走」 (tone marks or tone numbers are accepted).,,,,,,zǒu,zǒu | zou3
Q0378,C7-7-1-I14-W126,Vocabulary,7,7-1,14,走,zǒu,Vi,to walk (on foot),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 那家餐廳很近，我們____路去吧！,走,站,飛,架,A,走,走
Q0379,C7-7-1-I15-W127,Vocabulary,7,7-1,15,先,xiān,Adv,first; in advance,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「先」.,how,surely; certainly; definitely,first; in advance,both...and...,C,first; in advance,
Q0380,C7-7-1-I15-W127,Vocabulary,7,7-1,15,先,xiān,Adv,first; in advance,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「先」 (tone marks or tone numbers are accepted).,,,,,,xiān,xiān | xian1
Q0381,C7-7-1-I15-W127,Vocabulary,7,7-1,15,先,xiān,Adv,first; in advance,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我很餓，我們可以____吃飯嗎？,一定,又,怎麼,先,D,先,先
Q0382,C7-7-1-I16-W128,Vocabulary,7,7-1,16,地圖,dìtú,N,map,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「地圖」.,map,MRT; metro; subway,inn; hotel,road,A,map,
Q0383,C7-7-1-I16-W128,Vocabulary,7,7-1,16,地圖,dìtú,N,map,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「地圖」 (tone marks or tone numbers are accepted).,,,,,,dìtú,dìtú | di4tu2 | di4 tu2
Q0384,C7-7-1-I16-W128,Vocabulary,7,7-1,16,地圖,dìtú,N,map,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這張____上有十多家餐廳，我們要去哪一家？,火車,地圖,旅館,手錶,B,地圖,地圖
Q0385,C7-7-1-I17-W129,Vocabulary,7,7-1,17,錶/手錶,biǎo/shǒubiǎo,N,watch,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「錶/手錶」.,envelope,market,watch,inn; hotel,C,watch,
Q0386,C7-7-1-I17-W129,Vocabulary,7,7-1,17,錶/手錶,biǎo/shǒubiǎo,N,watch,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「錶/手錶」 (tone marks or tone numbers are accepted).,,,,,,biǎo/shǒubiǎo,biǎo/shǒubiǎo | biao3/shou3biao3 | biao3 | shou3 biao3 | biao3/shou3 biao3 | shǒubiǎo | shou3biao3 | biǎo
Q0387,C7-7-1-I17-W129,Vocabulary,7,7-1,17,錶/手錶,biǎo/shǒubiǎo,N,watch,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 明天是爸爸的生日，我要送他一個____。,車子,錶,火車,計程車,B,錶,手錶 | 錶
Q0388,C7-7-1-I18-W130,Vocabulary,7,7-1,18,了,le,Ptc,indicating changed situations,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「了」.,indicating changed situations,to walk (on foot),blue,airplane; aircraft,A,indicating changed situations,
Q0389,C7-7-1-I18-W130,Vocabulary,7,7-1,18,了,le,Ptc,indicating changed situations,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「了」 (tone marks or tone numbers are accepted).,,,,,,le,le
Q0390,C7-7-1-I18-W130,Vocabulary,7,7-1,18,了,le,Ptc,indicating changed situations,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我累____，不想走了。,起飛,手錶,藍,了,D,了,了
Q0391,C7-7-2-I1-W131,Vocabulary,7,7-2,1,路/馬路,lù/mǎlù,N,road,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「路/馬路」.,Korea,supermarket,MRT; metro; subway,road,D,road,
Q0392,C7-7-2-I1-W131,Vocabulary,7,7-2,1,路/馬路,lù/mǎlù,N,road,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「路/馬路」 (tone marks or tone numbers are accepted).,,,,,,lù/mǎlù,mǎlù | ma3lu4 | ma3 lu4 | lù | lu4 | lù/mǎlù | lu4/ma3lu4 | lu4/ma3 lu4
Q0393,C7-7-2-I1-W131,Vocabulary,7,7-2,1,路/馬路,lù/mǎlù,N,road,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____上有很多車。,市場,郵局,超級市場,路,D,路,馬路 | 路
Q0394,C7-7-2-I1-W132,Vocabulary,7,7-2,1,條,tiáo,M,"measure word for roads, fish, river, etc.",Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「條」.,measure word for letters,to take (transportations),"measure word for roads, fish, river, etc.",measure word for airplanes,C,"measure word for roads, fish, river, etc.",
Q0395,C7-7-2-I1-W132,Vocabulary,7,7-2,1,條,tiáo,M,"measure word for roads, fish, river, etc.",Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「條」 (tone marks or tone numbers are accepted).,,,,,,tiáo,tiáo | tiao2
Q0396,C7-7-2-I1-W132,Vocabulary,7,7-2,1,條,tiáo,M,"measure word for roads, fish, river, etc.",Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 現在這____街上沒有車。,架,封,找,條,D,條,條
Q0397,C7-7-2-I1-W133,Vocabulary,7,7-2,1,街,jiē,N,street,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「街」.,MRT; metro; subway,Korea,envelope,street,D,street,
Q0398,C7-7-2-I1-W133,Vocabulary,7,7-2,1,街,jiē,N,street,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「街」 (tone marks or tone numbers are accepted).,,,,,,jiē,jiē | jie1
Q0399,C7-7-2-I1-W133,Vocabulary,7,7-2,1,街,jiē,N,street,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 現在這條____上沒有車。,信,街,附近,市場,B,街,街
Q0400,C7-7-2-I2-W134,Vocabulary,7,7-2,2,地方,dìfang,N,place,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「地方」.,place,street,airport,supermarket,A,place,
Q0401,C7-7-2-I2-W134,Vocabulary,7,7-2,2,地方,dìfang,N,place,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「地方」 (tone marks or tone numbers are accepted).,,,,,,dìfang,dìfang | di4fang | di4 fang
Q0402,C7-7-2-I2-W134,Vocabulary,7,7-2,2,地方,dìfang,N,place,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這個____好漂亮，我好喜歡。,超級市場,附近,信,地方,D,地方,地方
Q0403,C7-7-2-I3-W135,Vocabulary,7,7-2,3,附近,fùjìn,N,vicinity,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「附近」.,station,vicinity,airplane; aircraft,watch,B,vicinity,
Q0404,C7-7-2-I3-W135,Vocabulary,7,7-2,3,附近,fùjìn,N,vicinity,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「附近」 (tone marks or tone numbers are accepted).,,,,,,fùjìn,fùjìn | fu4jin4 | fu4 jin4
Q0405,C7-7-2-I3-W135,Vocabulary,7,7-2,3,附近,fùjìn,N,vicinity,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 學校____有很多飲料店。,附近,信,馬路,市場,A,附近,附近
Q0406,C7-7-2-I4-W136,Vocabulary,7,7-2,4,郵局,yóujú,N,post office,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「郵局」.,line,post office,map,driver,B,post office,
Q0407,C7-7-2-I4-W136,Vocabulary,7,7-2,4,郵局,yóujú,N,post office,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「郵局」 (tone marks or tone numbers are accepted).,,,,,,yóujú,yóujú | you2ju2 | you2 ju2
Q0408,C7-7-2-I4-W136,Vocabulary,7,7-2,4,郵局,yóujú,N,post office,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到____去寄信，也要買一些信封。,地方,超級市場,信封,郵局,D,郵局,郵局
Q0409,C7-7-2-I4-W137,Vocabulary,7,7-2,4,寄,jì,V,to mail,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「寄」.,to wait for,to take (transportations),to visit; to see (a person),to mail,D,to mail,
Q0410,C7-7-2-I4-W137,Vocabulary,7,7-2,4,寄,jì,V,to mail,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「寄」 (tone marks or tone numbers are accepted).,,,,,,jì,jì | ji4
Q0411,C7-7-2-I4-W137,Vocabulary,7,7-2,4,寄,jì,V,to mail,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到郵局去____信，也要買一些信封。,到,等,寄,坐,C,寄,寄
Q0412,C7-7-2-I4-W138,Vocabulary,7,7-2,4,信,xìn,N,letter,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「信」.,automobile; car,driver,letter,inn; hotel,C,letter,
Q0413,C7-7-2-I4-W138,Vocabulary,7,7-2,4,信,xìn,N,letter,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「信」 (tone marks or tone numbers are accepted).,,,,,,xìn,xìn | xin4
Q0414,C7-7-2-I4-W138,Vocabulary,7,7-2,4,信,xìn,N,letter,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到郵局去寄____，也要買一些信封。,馬路,街,信,地方,C,信,信
Q0415,C7-7-2-I4-W139,Vocabulary,7,7-2,4,封,fēng,M,measure word for letters,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「封」.,"measure word for roads, fish, river, etc.",road,measure word for letters,measure word for airplanes,C,measure word for letters,
Q0416,C7-7-2-I4-W139,Vocabulary,7,7-2,4,封,fēng,M,measure word for letters,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「封」 (tone marks or tone numbers are accepted).,,,,,,fēng,fēng | feng1
Q0417,C7-7-2-I4-W139,Vocabulary,7,7-2,4,封,fēng,M,measure word for letters,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要寄一____信。,一定,架,封,條,C,封,封
Q0418,C7-7-2-I4-W140,Vocabulary,7,7-2,4,信封,xìnfēng,N,envelope,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「信封」.,blue color,airport,envelope,hotel,C,envelope,
Q0419,C7-7-2-I4-W140,Vocabulary,7,7-2,4,信封,xìnfēng,N,envelope,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「信封」 (tone marks or tone numbers are accepted).,,,,,,xìnfēng,xìnfēng | xin4feng1 | xin4 feng1
Q0420,C7-7-2-I4-W140,Vocabulary,7,7-2,4,信封,xìnfēng,N,envelope,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到郵局去寄信，也要買一些____。,街,郵局,信封,市場,C,信封,信封
Q0421,C7-7-2-I5-W141,Vocabulary,7,7-2,5,超級市場/超市,chāojíshìchǎng/chāoshì,N,supermarket,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「超級市場/超市」.,line,airport,letter,supermarket,D,supermarket,
Q0422,C7-7-2-I5-W141,Vocabulary,7,7-2,5,超級市場/超市,chāojíshìchǎng/chāoshì,N,supermarket,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「超級市場/超市」 (tone marks or tone numbers are accepted).,,,,,,chāojíshìchǎng/chāoshì,chāojíshìchǎng | chao1ji2shi4chang3 | chao1 ji2 shi4 chang3 | chāoshì | chao1shi4 | chao1 shi4 | chāojíshìchǎng/chāoshì | chao1ji2shi4chang3/chao1shi4 | chao1 ji2 shi4 chang3/chao1 shi4
Q0423,C7-7-2-I5-W141,Vocabulary,7,7-2,5,超級市場/超市,chāojíshìchǎng/chāoshì,N,supermarket,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到____去買蛋。,信,信封,馬路,超級市場,D,超級市場,超級市場 | 超市
Q0424,C7-7-2-I5-W142,Vocabulary,7,7-2,5,市場,shìchǎng,N,market,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「市場」.,MRT; metro; subway,market,airplane; aircraft,post office,B,market,
Q0425,C7-7-2-I5-W142,Vocabulary,7,7-2,5,市場,shìchǎng,N,market,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「市場」 (tone marks or tone numbers are accepted).,,,,,,shìchǎng,shìchǎng | shi4chang3 | shi4 chang3
Q0426,C7-7-2-I5-W142,Vocabulary,7,7-2,5,市場,shìchǎng,N,market,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要到超級____去買蛋。,馬路,郵局,信封,市場,D,市場,市場
Q0427,C7-7-2-I6-W143,Vocabulary,7,7-2,6,一定,yídìng,Adv,surely; certainly; definitely,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「一定」.,surely; certainly; definitely,both...and...,first; in advance,how,A,surely; certainly; definitely,
Q0428,C7-7-2-I6-W143,Vocabulary,7,7-2,6,一定,yídìng,Adv,surely; certainly; definitely,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「一定」 (tone marks or tone numbers are accepted).,,,,,,yídìng,yídìng | yi2ding4 | yi2 ding4
Q0429,C7-7-2-I6-W143,Vocabulary,7,7-2,6,一定,yídìng,Adv,surely; certainly; definitely,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我明天有空，____可以去。,先,一定,又,怎麼,B,一定,一定
Q0430,C7-7-2-I7-W144,Vocabulary,7,7-2,7,又,yòu,Adv,both...and...,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「又」.,how,both...and...,first; in advance,surely; certainly; definitely,B,both...and...,
Q0431,C7-7-2-I7-W144,Vocabulary,7,7-2,7,又,yòu,Adv,both...and...,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「又」 (tone marks or tone numbers are accepted).,,,,,,yòu,yòu | you4
Q0432,C7-7-2-I7-W144,Vocabulary,7,7-2,7,又,yòu,Adv,both...and...,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這種巧克力冰淇淋____便宜又好吃。,先,一定,又,怎麼,C,又,又
Q0433,C7-7-2-I8-W145,Vocabulary,7,7-2,8,方便,fāngbiàn,Vs,convenient,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「方便」.,near,comfortable,far,convenient,D,convenient,
Q0434,C7-7-2-I8-W145,Vocabulary,7,7-2,8,方便,fāngbiàn,Vs,convenient,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「方便」 (tone marks or tone numbers are accepted).,,,,,,fāngbiàn,fāngbiàn | fang1bian4 | fang1 bian4
Q0435,C7-7-2-I8-W145,Vocabulary,7,7-2,8,方便,fāngbiàn,Vs,convenient,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我每天坐捷運去上課，我覺得很____。,方便,舒服,近,藍,A,方便,方便
Q0436,C7-7-2-I9-W146,Vocabulary,7,7-2,9,舒服,shūfu,Vs,comfortable,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「舒服」.,comfortable,convenient,near,far,A,comfortable,
Q0437,C7-7-2-I9-W146,Vocabulary,7,7-2,9,舒服,shūfu,Vs,comfortable,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「舒服」 (tone marks or tone numbers are accepted).,,,,,,shūfu,shūfu | shu1fu | shu1 fu
Q0438,C7-7-2-I9-W146,Vocabulary,7,7-2,9,舒服,shūfu,Vs,comfortable,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 今天天氣不冷也不熱，很____。,舒服,藍,方便,遠,A,舒服,舒服
Q0439,C7-7-3-I1-W147,Vocabulary,7,7-3,1,線,xiàn,N,line,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「線」.,train,line,supermarket,automobile; car,B,line,
