── entry warnings ──
他們 學校在 山上 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 姐姐: authored "jiějie" vs computed "jiějiě" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 聽音樂: authored "tīngyīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 不錯: authored "bù cuò" vs computed "búcuò" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 幾個: authored "jǐge" vs computed "jīgè" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 了: authored "le" vs computed "liǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 好不好: authored "hǎo bù hǎo" vs computed "hǎobuhǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 怎麼: authored "zěnme" vs computed "zěnmó" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 有一家: authored "yǒu yī jiā" vs computed "yǒuyìjiā" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 房間: authored "fáng jiān" vs computed "fángjiàn" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 桌子: authored "zhuōzi" vs computed "zhuōzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 橘子: authored "júzi" vs computed "júzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 睡覺: authored "shuì jiào" vs computed "shuìjué" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 空: authored "kòng" vs computed "kōng" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 聽音樂: authored "tīng yīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 高興: authored "gāo xìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 嗎: authored "ma" vs computed "má" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 一直: authored "yī zhí" vs computed "yìzhí" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 幾分鐘: authored "jǐ fēn zhōng" vs computed "jīfēnzhōng" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 不會: authored "bù huì" vs computed "búhuì" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 心裡: authored "xīnli" vs computed "xīnlǐ" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 時間: authored "shíjiān" vs computed "shíjiàn" (typo or multi-reading word)

── distinct questions ──
他們 學校在 山上 (easy) | listening | Q: (nghe) 一起去 | ✓ 一起去 | options: 一起去 / 下課 / 做飯 / 回
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 五分鐘 / 心裡 / 捷運 / 站
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 五分鐘 / 心裡 / 準時 / 請問
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 今天 / 咖啡店 / 心裡 / 快
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 今天 / 大概 / 很多 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 今天 / 心裡 / 快 / 承翰
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 今天 / 心裡 / 快 / 走
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 咖啡店 / 心裡 / 捷運站 / 站
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 多久 / 大概 / 很多 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 大概 / 很多 / 心裡 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 大概 / 很多 / 心裡 / 請問
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 大概 / 心裡 / 時間 / 站
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 婉婷 / 學校 / 往前 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 學校 / 心裡 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 幫忙 / 心裡 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 幫忙 / 心裡 / 捷運 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 往前 / 心裡 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 心裡 / 快 / 捷運站 / 準時
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 心裡 / 承翰 / 捷運 / 請問
捷運站在哪裡？ (medium) | reverse | Q: heart | ✓ 心裡 | options: 心裡 / 捷運 / 緊張 / 走
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 上課 / 多久 / 幫忙 / 走
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 上課 / 幫忙 / 心裡 / 時間
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 不好意思 / 幫忙 / 快 / 時間
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 不好意思 / 幫忙 / 承翰 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 不好意思 / 幫忙 / 準時 / 站
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 不會 / 咖啡店 / 多久 / 幫忙
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 五分鐘 / 大概 / 幫忙 / 很多
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 五分鐘 / 婉婷 / 幫忙 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 咖啡店 / 學校 / 幫忙 / 快
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 多久 / 婉婷 / 幫忙 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 多久 / 幫忙 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 學校 / 幫忙 / 心裡 / 站
捷運站在哪裡？ (medium) | reverse | Q: help | ✓ 幫忙 | options: 幫忙 / 快 / 承翰 / 準時
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 上課 / 多久 / 心裡 / 站
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 不好意思 / 多久 / 很多 / 準時
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 不會 / 多久 / 婉婷 / 很多
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 不會 / 多久 / 捷運 / 走
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 五分鐘 / 多久 / 心裡 / 站
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 今天 / 多久 / 很多 / 走
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 今天 / 多久 / 捷運 / 站
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 今天 / 多久 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 咖啡店 / 多久 / 婉婷 / 學校
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 咖啡店 / 多久 / 心裡 / 時間
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 多久 / 大概 / 幫忙 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 多久 / 幫忙 / 往前 / 請問
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 多久 / 往前 / 很多 / 準時
捷運站在哪裡？ (medium) | reverse | Q: how long | ✓ 多久 | options: 多久 / 心裡 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 上課 / 咖啡店 / 捷運 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 不好意思 / 五分鐘 / 準時 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 不好意思 / 今天 / 心裡 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 不會 / 咖啡店 / 心裡 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 不會 / 婉婷 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 不會 / 站 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 五分鐘 / 今天 / 婉婷 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 五分鐘 / 今天 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 五分鐘 / 幫忙 / 心裡 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 五分鐘 / 往前 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 五分鐘 / 捷運 / 站 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 今天 / 咖啡店 / 時間 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 今天 / 站 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 咖啡店 / 承翰 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 咖啡店 / 時間 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 多久 / 往前 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 多久 / 心裡 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 多久 / 緊張 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 婉婷 / 往前 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 幫忙 / 心裡 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 很多 / 捷運 / 捷運站 / 請問
捷運站在哪裡？ (medium) | reverse | Q: may I ask | ✓ 請問 | options: 心裡 / 捷運站 / 時間 / 請問
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 上課 / 幫忙 / 快 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 上課 / 承翰 / 捷運 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 上課 / 準時 / 緊張 / 走
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 不好意思 / 五分鐘 / 今天 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 不好意思 / 快 / 捷運站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 不會 / 今天 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 不會 / 多久 / 往前 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 不會 / 幫忙 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 今天 / 咖啡店 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 咖啡店 / 婉婷 / 捷運站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 咖啡店 / 往前 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 多久 / 大概 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 多久 / 捷運 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 大概 / 幫忙 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 學校 / 快 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 很多 / 準時 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: nervous | ✓ 緊張 | options: 捷運 / 時間 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 上課 / 咖啡店 / 心裡 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 上課 / 婉婷 / 快 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 上課 / 很多 / 捷運 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 不好意思 / 學校 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 不會 / 婉婷 / 準時 / 站
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 今天 / 大概 / 往前 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 今天 / 快 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 婉婷 / 學校 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 婉婷 / 幫忙 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 婉婷 / 捷運站 / 準時 / 請問
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 學校 / 幫忙 / 承翰 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 學校 / 很多 / 準時 / 站
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 幫忙 / 承翰 / 準時 / 請問
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 幫忙 / 捷運 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 幫忙 / 捷運站 / 時間 / 準時
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 很多 / 準時 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 很多 / 準時 / 緊張 / 走
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 心裡 / 承翰 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 快 / 承翰 / 準時 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 快 / 準時 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: on time | ✓ 準時 | options: 捷運站 / 準時 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 上課 / 不好意思 / 不會 / 大概
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 上課 / 五分鐘 / 大概 / 學校
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 上課 / 五分鐘 / 大概 / 承翰
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不好意思 / 大概 / 承翰 / 時間
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不會 / 大概 / 婉婷 / 快
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不會 / 大概 / 婉婷 / 站
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不會 / 大概 / 時間 / 走
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不會 / 大概 / 準時 / 走
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 不會 / 大概 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 五分鐘 / 大概 / 婉婷 / 往前
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 五分鐘 / 大概 / 婉婷 / 快
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 今天 / 大概 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 咖啡店 / 大概 / 婉婷 / 往前
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 咖啡店 / 大概 / 幫忙 / 往前
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 多久 / 大概 / 很多 / 承翰
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 多久 / 大概 / 很多 / 站
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 婉婷 / 學校 / 時間
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 婉婷 / 幫忙 / 準時
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 婉婷 / 往前 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 婉婷 / 心裡 / 準時
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 學校 / 幫忙 / 捷運
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 幫忙 / 緊張 / 請問
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 心裡 / 時間 / 請問
捷運站在哪裡？ (medium) | reverse | Q: probably | ✓ 大概 | options: 大概 / 承翰 / 時間 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 上課 / 五分鐘 / 學校 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 上課 / 大概 / 學校 / 準時
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 不好意思 / 婉婷 / 學校 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 不好意思 / 學校 / 幫忙 / 往前
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 五分鐘 / 咖啡店 / 學校 / 承翰
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 今天 / 婉婷 / 學校 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 今天 / 學校 / 很多 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 多久 / 婉婷 / 學校 / 心裡
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 大概 / 學校 / 幫忙 / 捷運站
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 婉婷 / 學校 / 承翰 / 準時
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 婉婷 / 學校 / 謝謝 / 走
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 幫忙 / 快 / 承翰
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 幫忙 / 捷運站 / 站
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 幫忙 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 很多 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 快 / 時間 / 走
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 快 / 站 / 走
捷運站在哪裡？ (medium) | reverse | Q: school | ✓ 學校 | options: 學校 / 時間 / 準時 / 請問
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 上課 / 婉婷 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 上課 / 捷運 / 時間 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 不好意思 / 今天 / 承翰 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 不好意思 / 大概 / 很多 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 不會 / 咖啡店 / 快 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 不會 / 幫忙 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 五分鐘 / 咖啡店 / 很多 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 五分鐘 / 快 / 捷運站 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 多久 / 學校 / 往前 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 大概 / 幫忙 / 心裡 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 大概 / 捷運 / 捷運站 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 婉婷 / 學校 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 學校 / 很多 / 站 / 緊張
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 學校 / 承翰 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 往前 / 心裡 / 捷運站 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 很多 / 心裡 / 承翰 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 心裡 / 站 / 請問 / 走
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 快 / 捷運 / 時間 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 快 / 捷運站 / 準時 / 站
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 快 / 站 / 謝謝 / 走
捷運站在哪裡？ (medium) | reverse | Q: station | ✓ 站 | options: 捷運 / 捷運站 / 準時 / 站
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 上課 / 心裡 / 捷運 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不好意思 / 咖啡店 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不好意思 / 多久 / 捷運站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不好意思 / 學校 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不會 / 今天 / 多久 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不會 / 多久 / 捷運站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不會 / 大概 / 快 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 不會 / 大概 / 請問 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 今天 / 咖啡店 / 心裡 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 今天 / 多久 / 心裡 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 今天 / 很多 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 今天 / 捷運 / 捷運站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 今天 / 捷運站 / 緊張 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 咖啡店 / 往前 / 捷運站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 多久 / 很多 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 多久 / 心裡 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 多久 / 承翰 / 捷運 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 大概 / 承翰 / 捷運 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 婉婷 / 幫忙 / 捷運 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 婉婷 / 幫忙 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 婉婷 / 心裡 / 捷運 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 學校 / 心裡 / 承翰 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 學校 / 捷運站 / 時間 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 學校 / 捷運站 / 謝謝 / 走
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 幫忙 / 時間 / 準時 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 快 / 準時 / 站 / 謝謝
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 快 / 站 / 謝謝 / 走
捷運站在哪裡？ (medium) | reverse | Q: thank | ✓ 謝謝 | options: 時間 / 準時 / 站 / 謝謝
